recid1,recid,kdstrata,kdorgan,kdloc,kdtk,nama,almt,kota,rt,rw,telp,telp_1,telp_2,telp_3,fax_1,fax_2,fax_3,kode_pos,gate,comp,luas,buka,mode,type_toko,fot,type_harga,type_rak,ls_tanah,ls_jual,ls_disp,ls_gudang,pkp,npwp,skp,tglskp,tutup,kirim,gudang,kont_awal,kont_akhir,cnt_hal,cnt_lt,coc,coc_tiang,end_gond,jmlrak,fldisp,freegdl,prplprm,prmarea,sewa,kurs,umur,namafrc,markup,kpp,personil,ka_toko,as_toko,merchan01,merchan02,merchan03,merchan04,kasir01,kasir02,kasir03,kasir04,kasir05,kasir06,pramu01,pramu02,pramu03,pramu04,pramu05,pramu06,pramu07,pramu08,pramu09,pramu10,pramu11,pramu12,fr_max_cr,fr_begbal,fr_credit,fr_ppn,fr_pay,fr_ppn1,fr_d_cr,fr_d_pay,update,toko,npb,bpb,badan,royal_1,royal_1p,royal_2,royal_2p,royal_3,royal_3p,royal_4,royal_4p,buah,tgl_pkm,jml_km,elpiji,kdlm,trf,upd_dho,upd_dec,upd_aac,fdisp,trf_ho,oto,kdbr,berlaku,compete,npwp_dc,tgl_dc,almt_pjk1,almt_pjk2,almt_pjk3,kode_cid,kd_frc,nppkp,mrchnt,tok24,conv,berlaku_hrg,berlaku_cid,jadwal_conv,flagtoko,hari24,imobile,apka,tidak_hitung_pb,jenis_toko,class_tk,subclass_tk,tgl_aktif_mstore,koneksi_primary,koneksi_secondary,tanggal_primary,tanggal_secondary,domain,dual_screen,start_tgl_berlaku_se,end_tgl_berlaku_se,flag_libur_rutin,jam_buka,jam_tutup,point_cafe,event,periode_awal,periode_akhir,tgl_buka_pointcafe,tgl_tutup_pointcafe,tgl_dis05,kabupaten,setor_bank,nama_bank1,tgl_awal_bank1,tgl_akhir_bank1,nama_bank2,tgl_awal_bank2,tgl_akhir_bank2,tok_perda,tok_tgl_awal_perda,tok_tgl_akhir_perda,tok_pointcaffee_app,tok_drive_thru,almt_toko,almt_pajak,tok_pt_bip,flagtk,markup_igr,tgl_multirates
"","","1131"," "," ","TAUT","KORELET - TANGERANG","JL. KOLELET - TIGARAKSA RT. 011 RW. 003   KEL. RANCA IYUH KEC. PANONGAN"," ","","","","29017252"," ","6909400"," "," ","ECT","","","2","196","2014-05-09","1","H","1","1","H","279.79","","111.31","49.95","Y","01.337.994.6-092.000","01.337.994.6-451.001","2013-05-01","","G026","","","","","","","","","","","","","","","1","","PT.INDOMARCO PRISMATAMA","0","P451","9","2013038809","2013061064","2013069938","2013041642"," "," ","2013108533","2013190398"," "," "," "," ","2013188092","2012102139"," "," "," "," "," "," "," "," "," "," ","","","","","","","","","2022-08-19","TAUT","","","F","","","","","","","",""," X X X ","2014-05-09","25","       ","","","","2020-08-05","","2","","N","","2014-04-28"," ","01.337.994.6-092.000","2022-09-19","","","","XXX","00000","01.337.994.6-092.000","","N","NC","2014-04-28","2014-04-28","","","","","","","","","","","","","","","","","","","","07:00","22:00","","","","","2018-10-02","","2020-09-01","TANGERANG","","","","","","","","","","","","","#","JL. KOLELET - TIGARAKSA RT. 011 RW. 003   KEL. RANCA IYUH KEC. PANONGAN","","SMN=15000, SMX=70000","","2022-09-14"
"","","1131"," "," ","TAYE","KERONCONG SILIWANGI","JL. SILIWANGI RT. 01 RW. 01 KEL. KRONCONG KEC. JATIUWUNG TANGERANG 15134","TANGERANG","","","","5902027"," ","6909400"," "," "," ","","","2","160","2014-04-15","1","H","1","2","H","231.61","","108.06","34.52","Y","01.337.994.6-092.000","01.337.994.6-402.001","2013-05-01","","G026","","","","","","","","","","","","","","","1","","PT.INDOMARCO PRISMATAMA","0","P402","16","2012027876","2013026440","2013089473","2012098960","2013027244"," ","2013227717","2013012743","2013100206","2013054881","2013194327"," ","2013207560","2013077760","2013123632","2015012303","2013005559"," "," "," "," "," "," "," ","","","","","","","","","2022-08-19","TAYE","","","F","","","","","","","",""," X X X ","2014-04-15","5","       ","","","","2020-07-28","","2","","N","","2014-04-15"," ","01.337.994.6-092.000","2022-09-19","","","","XXX","00000","01.337.994.6-092.000","","N","NC","2014-04-15","2014-04-15","","","","","","","","","","","","","","","","","","","","07:00","22:00","","","","","2018-10-02","","2020-09-01","","","","","","","","","","","","","","#","JL. SILIWANGI RT. 01 RW. 01 KEL. KRONCONG KEC. JATIUWUNG TANGERANG 15134","","SMN=15000, SMX=70000","","2022-09-14"
"","","1131"," "," ","TAYN","KUNCIRAN MAS PERMAI","JL. GN. MAHAMERU RT.01 RW.02 KEL.KUNCIRAN KEC. PINANG","TANGERANG","","","","7314152"," ","6909400"," "," "," ","","","2","191","2012-09-29","1","H","1","1","H","204.99","","157.51","23.95","Y","01.337.994.6-092.000","01.337.994.6-092.000","2007-04-09","","G026","","","","","","","","","","","","","","","1","","PT INDOMARCO PRISMATAMA","0","P416","8"," ","2013039929"," "," "," "," ","2013228903","A201226915","2013101344","2013044503"," "," ","2013104566","2013100188","2013153541"," "," "," "," "," "," "," "," "," ","","","","","","","","","2022-08-19","TAYN","","","F","","","","","","","","","  X X X","2012-09-29","43","  X X X","","","","2020-07-28","","2","","N","","2012-09-29"," ","01.337.994.6-092.000","2022-09-19","","","","XXX","00000","01.337.994.6-092.000","","N","NC","2012-09-29","2012-09-29","","","","","","","","","","","","","","","","","","","","07:00","22:00","","","","","2018-10-02","","2020-09-01","","","","","","","","","","","","","","#","JL. GN. MAHAMERU RT.01 RW.02 KEL.KUNCIRAN KEC. PINANG","","SMN=15000, SMX=70000","","2022-09-14"
"","","1131"," ","004220060003","TAZO","TAMAN CIBODAS - TANGERANG","TAMAN CIBODAS BLOK A 5/10-RT. 05 RW. 10   KEL.J ATIUWUNG KEC. JATIUWUNG","TANGERANG","","","","5528302"," ","6909400"," "," ","ECT","","14","2","90","2012-08-01","1","B","1","1","B","130","195","40","35.21","Y","01.337.994.6-092.000","01.337.994.4-402.001","2007-04-09","","G026","","","","","","","","","","","","","","","1","","PT INDOMARCO PRISMATAMA","0","P402","25","2013021639","2013021640","2013042668","2012095677","2012056970"," ","2013174069","2013054883","2015000362","2013007973","2013005927","2013089391","2013105461","2012059821","2013129150","2013196239","2013158754","2013208034","2013207562","2013117879","2015021690","2013157054"," "," ","","","","","","","","","2022-08-19","TAZO","","","F","","","","","","","",""," X X X ","2012-08-01","6","  X X X","F214","","2005-06-20","2020-08-05","2011-06-14","2","","N","","2010-09-14"," ","01.337.994.6-092.000","2022-09-19","","","","XXX","00000","01.337.994.6-092.000","","N","NC","2011-08-31","2012-02-13","","","","","","","","","","","","","","","","","","","","07:00","22:00","","","","","2018-10-02","","2020-09-01","","","","","","","","","","","","","","#","TAMAN CIBODAS BLOK A 5/10-RT. 05 RW. 10   KEL.J ATIUWUNG KEC. JATIUWUNG","","SMN=15000, SMX=70000","","2022-09-14"
"","","1131"," ","1107010300001","TB22","PASAR CEPLAK II - TANGERANG","KAMPUNG CEPLAK RT.01 RW.01 KEL.SUKA MULYA KEC. SUKA MULYA"," ","","","","59380343"," ","6909400"," "," "," ","","","2","145","2010-04-30","1","H","1","1","H","189.63","","89.72","14.42","Y","01.337.994.6-092.000","01.337.994.6-451.008","2013-05-01","","G026","","","","","","","","","","","","","","","1","","PT.INDOMARCO PRISMATAMA","0","P451","14"," ","2013073163"," "," "," "," ","2013180315","2013079374","2013164043","2013207621","2013069928"," ","2013039207","2013102835","2013029534","2013203916","2015013770","2013169862"," "," "," "," "," "," ","","","","","","","","","2022-08-19","TB22","","","F","","","","","","","",""," X X X ","2010-04-30","35","  X X X","","","2010-04-27","2020-08-05","2011-06-10","2","","N","","2010-09-14"," ","01.337.994.6-092.000","2022-09-19","","","","XXX","00000","01.337.994.6-092.000","","N","NC","2011-08-31","2012-03-18","","","","","","","","","","","","","","","","","","","","07:00","22:00","","","","","2018-10-02","","2020-09-01","TANGERANG","","","","","","","","","","","","","#","KAMPUNG CEPLAK RT.01 RW.01 KEL.SUKA MULYA KEC. SUKA MULYA","","SMN=15000, SMX=70000","","2022-09-14"
"","","1131"," ","004080100004","TB61","SPBU JATAKE - TANGERANG","JL. GATOT SUBROTO KM.07 RT. 04 RW. 04     KEL. JATAKE KEC. JATI UWUNG","TANGERANG","","","","55652812"," ","6909400"," "," "," ","","","2","90","2010-06-18","1","H","1","5","H","171","","81","27.33","Y","01.337.994.6-092.000","01.337.994.6-402.001","2013-05-01","","G026","","","","","","","","","","","","","","","1","","PT.INDOMARCO PRISMATAMA","0","P402","28","2010027472"," ","A201226965","A201226907","2013092526","2013070027","2013104388","2012078928","2015028155","2013177056","2013015130","2013207611","2013146545","2013143587","2012080981","2013125622","2013160587","2013106459","2013014599","2013036236","2013063099","2013063100","2013199028","2013014666","","","","","","","","","2022-08-19","TB61","","","F","","","","","","","",""," X X X ","2010-06-18","2","  X X X","","","2010-06-09","2020-08-05","2011-06-10","2","","N","","2010-09-14"," ","01.337.994.6-092.000","2022-09-19","","","","XXX","00000","01.337.994.6-092.000","","N","NC","2011-08-31","2012-03-21","","","","","","","","","","","","","","","","","","","","07:00","22:00","","","","","2018-10-02","","2020-09-01","","","","","","","","","","","","","","#","JL. GATOT SUBROTO KM.07 RT. 04 RW. 04     KEL. JATAKE KEC. JATI UWUNG","","SMN=15000, SMX=70000","","2022-09-14"
"","","1131"," "," ","TB9G","CISOKA INDAH REGENCY","JL. RAYA CISOKA KEL. CISOKA KEC. CISOKA"," ","","","","59752170"," ","6909400"," "," "," ","","","2","197","2018-11-30","1","H","1","1","H","375.70","","124.77","36.42","Y","01.337.994.6-092.000","01.337.994.6-451.008","2013-05-01","","G026","","","","","","","","","","","","","","","1","","PT.INDOMARCO PRISMATAMA","0","P451","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","","","","","","","","","2022-08-19","TB9G","","","F","","","","","","","",""," X X X ","2018-11-30","","       ","","","","2020-08-05","","2","","N","","2018-11-14"," ","01.337.994.6-092.000","2022-09-19","","","","XXX","00000","01.337.994.6-092.000","","N","NC","2018-11-14","2018-11-14","","","","","","","","","","","","","","","","","","","","07:00","22:00","","","","","2018-10-02","","2020-09-01","TANGERANG","","","","","","","","","","","","","#","JL. RAYA CISOKA KEL. CISOKA KEC. CISOKA","","SMN=15000, SMX=70000","","2022-09-14"
"","","1131"," "," ","TB9N","PURI ADELIA - TANGERANG","RUKO SEPATAN RESIDENCE BLOK A1 NO 1 KEL. PISANGAN JAYA KEC. SEPATAN"," ","","","","59376233"," ","6909400"," "," "," ","","","2","123","2018-06-30","1","H","1","1","H","122.93","","106.21","122.93","Y","01.337.994.6-092.000","01.337.994.6-418.006","2013-05-01","","G026","","","","","","","","","","","","","","","1","","PT.INDOMARCO PRISMATAMA","0","P418","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","","","","","","","","","2022-08-19","TB9N","","","F","","","","","","","","","  X X X","2018-06-30","","       ","","","","2020-08-05","","2","","N","","2018-06-11"," ","01.337.994.6-092.000","2022-09-19","","","","XXX","00000","01.337.994.6-092.000","","N","NC","2018-06-11","2018-06-11","","","","","","","","","","","","","","","","","","","","07:00","22:00","","","","","2018-10-02","","2020-09-01","TANGERANG","","","","","","","","","","","","","#","RUKO SEPATAN RESIDENCE BLOK A1 NO 1 KEL. PISANGAN JAYA KEC. SEPATAN","","SMN=15000, SMX=70000","","2022-09-14"
"","","1131"," ","004220020001","TBE9","BATU CEPER - TANGERANG","JL.RAYA DAAN MOGOT KEL. BATU CEPER        KEC. BATU CEPER","TANGERANG","","","","5416973"," ","6909400"," "," ","ECT","","09","2","184","2016-12-01","1","H","1","5","H","211.07","338.60","101.79","40.96","Y","01.337.994.6-092.000","01.337.994.6-416.001","2013-05-01","","G026","","","","","","","","","","","","","","","1","","PT.INDOMARCO PRISMATAMA","0","P416","22"," "," ","2013030160","2013103251"," "," ","2013079377","2012066608","2012107299","2013123647"," "," ","2013059304","2013102388","2012065866","2013082067","2013014623","2013224123","2013065081"," "," "," "," "," ","","","","","","","","","2022-08-19","TBE9","","","F","","","","","","","","","  X X X","2016-12-01","23","  X X X","R010","","2005-06-29","2020-08-05","2011-06-17","2","","N","","2011-05-19"," ","01.337.994.6-092.000","2022-09-19","","","","XXX","00000","01.337.994.6-092.000","","N","NC","2011-08-31","2012-03-25","","","","","","","","","","","","","","","","","","","","07:00","22:00","","","","","2018-10-02","","2020-09-01","","","","","","","","","","","","","","#","JL.RAYA DAAN MOGOT KEL. BATU CEPER        KEC. BATU CEPER","","SMN=15000, SMX=70000","","2022-09-14"
"","","1131"," "," ","TBG8","APARTEMENT MODERNLAND","APARTEMENT MODERNLAND TOWER GREEN BASEMENT RT. 004 RW. 006","TANGERANG","","","","081294824520"," ","6909400"," "," "," ","","","2","143","2016-09-30","1","H","1","1","H","142.76","","106.40","27.66","Y","01.337.994.6-092.000","01.337.994.6-416.001","2013-05-01","","G026","","","","","","","","","","","","","","","1","","PT.INDOMARCO PRISMATAMA","0","P416","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","","","","","","","","","2022-08-19","TBG8","","","F","","","","","","","","","  X X X","2016-09-30","","       ","","","","2020-08-05","","2","","N","","2016-09-20"," ","01.337.994.6-092.000","2022-09-19","","","","XXX","00000","01.337.994.6-092.000","","N","NC","2016-09-20","2016-09-20","","","","","","","","","","","","","","","","","","","","07:00","22:00","","","","","2018-10-02","","2020-09-01","","","","","","","","","","","","","","#","APARTEMENT MODERNLAND TOWER GREEN BASEMENT RT. 004 RW. 006","","SMN=15000, SMX=70000","","2022-09-14"
"","","1131"," "," ","TBL8","BERINGIN RAYA - TANGERANG","JL. BERINGIN RAYA NO. 14 RT. 003 RW. 001  KEL. NUSA JAYA KEC. KARAWACI","TANGERANG","","","","55731997"," ","6909400"," "," "," ","","","2","198","2014-06-21","1","H","1","1","H","290.87","","117.01","61.50","Y","01.337.994.6-092.000","01.337.994.6-402.001","2013-05-01","","G026","","","","","","","","","","","","","","","1","","PT.INDOMARCO PRISMATAMA","0","P402","16"," ","2013032346","2012085196","2013089398","2013089395"," ","2013128072","2013222846","2013017396","2013163632","2013129095"," ","2013185047","2013225757","2013129136","2013055100","2015002480","2013071406"," "," "," "," "," "," ","","","","","","","","","2022-08-19","TBL8","","","F","","","","","","","","","  X X X","2014-06-21","15","       ","","","","2020-08-05","","2","","N","","2014-06-14"," ","01.337.994.6-092.000","2022-09-19","","","","XXX","00000","01.337.994.6-092.000","","N","NC","2014-06-14","2014-06-14","","","","","","","","","","","","","","","","","","","","07:00","22:00","","","","","2018-10-02","","2020-09-01","","","","","","","","","","","","","","#","JL. BERINGIN RAYA NO. 14 RT. 003 RW. 001  KEL. NUSA JAYA KEC. KARAWACI","","SMN=15000, SMX=70000","","2022-09-14"
"","","1131"," "," ","TBNH","DANAU PASAR KEMIS - TANGERAN","RUKO DANAU PASAR KEMIS KEL. SINDANG PANON KEC. SINDANG JAYA"," ","","","","22359832"," ","6909400"," "," "," ","","","2","130","2017-01-26","1","H","1","1","H","160.46","","104.97","155.09","Y","01.337.994.6-092.000","01.337.994.6-418.006","2013-05-01","","G026","","","","","","","","","","","","","","","1","","PT.INDOMARCO PRISMATAMA","0","P418","7","2012056042"," ","2013073910","2013038811"," "," ","2013204583","2013220690"," "," "," "," ","2013097339","2013220673"," "," "," "," "," "," "," "," "," "," ","","","","","","","","","2022-08-19","TBNH","","","F","","","","","","","","","  X X X","2017-01-26","14","       ","","","","2020-08-06","","2","","N","","2017-01-13"," ","01.337.994.6-092.000","2022-09-19","","","","XXX","00000","01.337.994.6-092.000","","N","NC","2017-01-13","2017-01-13","","","","","","","","","","","","","","","","","","","","07:00","22:00","","","","","2018-10-02","","2020-09-01","TANGERANG","","","","","","","","","","","","","#","RUKO DANAU PASAR KEMIS KEL. SINDANG PANON KEC. SINDANG JAYA","","SMN=15000, SMX=70000","","2022-09-14"
"","","1131"," "," ","TBOD","PABUARAN SUKAMANTRI","JL. RAYA CADAS - DAON KP. PABUARAN RT. 002 RW. 001 KEL. SUKAMANTRI KEC. PASAR KEMIS"," ","","","","59355565"," ","6909400"," "," "," ","","","2","185","2019-05-31","1","H","1","1","H","310","","120.09","42.20","Y","01.337.994.6-092.000","01.337.994.6-418.006","2013-05-01","","G026","","","","","","","","","","","","","","","1","","PT.INDOMARCO PRISMATAMA","0","P418","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","","","","","","","","","2022-08-19","TBOD","","","F","","","","","","","","","  X X X","2019-05-31","","       ","","","","2020-07-03","","2","","N","","2019-05-17"," ","01.337.994.6-092.000","2022-09-19","","","","XXX","00000","01.337.994.6-092.000","","N","NC","2019-05-17","2019-05-17","","","","","","","","","","","","","","","","","","","","07:00","22:00","","","","","2018-10-02","","2020-09-01","TANGERANG","","","","","","","","","","","","","#","JL. RAYA CADAS - DAON KP. PABUARAN RT. 002 RW. 001 KEL. SUKAMANTRI KEC. PASAR KEMIS","","SMN=15000, SMX=70000","","2022-09-14"
"","","1131"," "," ","TBPT","TEUKU UMAR - TANGERANG","JL. TEUKU UMAR- RT. 003 RW. 008           KEL. NUSA JAYA KEC. KARAWACI","TANGERANG","","","","55770939"," ","6909400"," "," "," ","","","2","111","2015-07-31","1","H","1","1","H","121.91","","91.93","94.67","Y","01.337.994.6-092.000","01.337.994.6-402.001","2013-05-01","","G026","","","","","","","","","","","","","","","1","","PT.INDOMARCO PRISMATAMA","0","P402","11","2013033014","2013098619","2012090160","2013067744","2013128070"," ","2013145885","2012106228","2013168868"," "," "," ","2013199017"," "," "," "," "," "," "," "," "," "," "," ","","","","","","","","","2022-08-19","TBPT","","","F","","","","","","","",""," X X X ","2015-07-31","7","       ","","","","2020-08-05","","2","","N","","2015-07-23"," ","01.337.994.6-092.000","2022-09-19","","","","XXX","00000","01.337.994.6-092.000","","N","NC","2015-07-23","2015-07-23","","","","","","","","","","","","","","","","","","","","07:00","22:00","","","","","2018-10-02","","2020-09-01","","","","","","","","","","","","","","#","JL. TEUKU UMAR- RT. 003 RW. 008           KEL. NUSA JAYA KEC. KARAWACI","","SMN=15000, SMX=70000","","2022-09-14"
"","","1131"," "," ","TBUQ","PASIR BOLANG - TANGERANG","KP. BOLANG RT.002 RW.001 KEL.PASIR BOLANG KEC. TIGA RAKSA TANGERANG"," ","","","","59402893"," ","6909400"," "," ","ECT","","","2","203","2013-12-24","1","H","1","2","H","336.42","","122.63","51.74","Y","01.337.994.6-092.000","01.337.994.6-451.001","2013-05-01","","G026","","","","","","","","","","","","","","","1","","PT.INDOMARCO PRISMATAMA","0","P451","17","2010027444","2012085693","A201228099","2013038821"," "," ","2013104743","2013202580"," "," "," "," ","2013194320","2013089108","2013149573","2013211114","2015005416","2013063376","2013091043","2013199019","2015021806"," "," "," ","","","","","","","","","2022-08-19","TBUQ","","","F","","","","","","","",""," X X X ","2013-12-24","16","       ","","","","2020-08-05","","2","","N","","2013-12-24"," ","01.337.994.6-092.000","2022-09-19","","","","XXX","00000","01.337.994.6-092.000","","N","NC","2013-12-24","2013-12-24","","","","","","","","","","","","","","","","","","","","07:00","22:00","","","","","2018-10-02","","2020-09-01","TANGERANG","","","","","","","","","","","","","#","KP. BOLANG RT.002 RW.001 KEL.PASIR BOLANG KEC. TIGA RAKSA TANGERANG","","SMN=15000, SMX=70000","","2022-09-14"
"","","1131"," "," ","TBV6","MUTIARA GARUDA - TANGERANG","JL. RAYA KP. MELAYU RT. 004 RW. 011       KEL. KAMPUNG MELAYU BARAT KEC.TELUK NAGA"," ","","","","54230392"," ","6909400"," "," ","ECT","","","2","153","2016-01-31","1","H","1","1","H","239.66","","114.16","72.10","Y","01.337.994.6-092.000","01.337.994.6-418.006","2013-05-01","","G026","","","","","","","","","","","","","","","1","","PT.INDOMARCO PRISMATAMA","0","P418","7","2012078925"," ","2013079404","2013132037"," "," ","2013166350","2013188098"," "," "," "," ","2013153539","2013190908"," "," "," "," "," "," "," "," "," "," ","","","","","","","","","2022-08-19","TBV6","","","F","","","","","","","","","  X X X","2016-01-31","47","       ","","","","2020-08-11","","2","","N","","2016-01-22"," ","01.337.994.6-092.000","2022-09-19","","","","XXX","00000","01.337.994.6-092.000","","N","NC","2016-01-22","2016-01-22","","","","","","","","","","","","","","","","","","","","07:00","22:00","","","","","2018-10-02","","2020-09-01","TANGERANG","","","","","","","","","","","","","#","JL. RAYA KP. MELAYU RT. 004 RW. 011       KEL. KAMPUNG MELAYU BARAT KEC.TELUK NAGA","","SMN=15000, SMX=70000","","2022-09-14"
"","","1131"," "," ","TBV9","GREAT WESTERN - TANGERANG","JL. MH THAMRIN KM 27 NO 4B SETOS          KEL.PANUNGGANGAN UTARA KEC. PINANG","TANGERANG","","","","55702205"," ","6904746"," "," "," ","","","2","190","2013-04-30","1","H","1","2","H","268.26","","160.08","38.46","Y","01.337.994.6-092.000","01.337.994.6-416.001","2012-12-21","","G026","","","","","","","","","","","","","","","1","","PT. INDOMARCO PRISMATAMA","0","P416","23","2013061598","2013021490","2012105385","2013137097","2012108786"," ","2012097827","2013231546","2013060993","2013162961","2013068906"," ","2012093086","2013059307","2013172117","2013060759","2013199259","2013192512","2013199010","2013216616","2012102127","2013068718","2013065318"," ","","","","","","","","","2022-09-15","TBV9","","","F","","","","","","","","","  X X X","2013-04-30","16","       ","","","","2020-08-06","","2","","N","","2013-04-30"," ","01.337.994.6-092.000","2022-09-19","","","","XXX","00000","01.337.994.6-092.000","","N","NC","2013-04-30","2013-04-30","","","","","","","","","","","","","","","","","","","","07:00","22:00","Y","","","","2019-02-23","","2020-09-01","","","","","","","","","","","","","","#","JL. MH THAMRIN KM 27 NO 4B SETOS          KEL.PANUNGGANGAN UTARA KEC. PINANG","","SMN=15000, SMX=70000","","2022-09-14"
"","","1131"," "," ","TBX5","PASAR KEMIS 26 - TANGERANG","JL PASAR KEMIS NO 26 RT.001 RW. 001 KEL. SINDANG SARI KEC. PASAR KEMIS"," ","","","","59357557"," ","6909400"," "," "," ","","","2","155","2017-11-28","1","H","1","1","H","250.19","","105.02","167.78","Y","01.337.994.6-092.000","01.337.994.6-418.006","2013-05-01","","G026","","","","","","","","","","","","","","","1","","PT.INDOMARCO PRISMATAMA","0","P418","6","2013019346"," "," "," "," "," ","2015035532","2013127264"," "," "," "," ","2013177712","2015036486","2015033115"," "," "," "," "," "," "," "," "," ","","","","","","","","","2022-08-19","TBX5","","","F","","","","","","","",""," X X X ","2017-11-28","15","       ","","","","2020-08-05","","2","","N","","2017-11-13"," ","01.337.994.6-092.000","2022-09-19","","","","XXX","00000","01.337.994.6-092.000","","N","NC","2017-11-13","2017-11-13","","","","","","","","","","","","","","","","","","","","07:00","22:00","","","","","2019-02-23","","2020-09-01","TANGERANG","","","","","","","","","","","","","#","JL PASAR KEMIS NO 26 RT.001 RW. 001 KEL. SINDANG SARI KEC. PASAR KEMIS","","SMN=15000, SMX=70000","","2022-09-14"
"","","1131"," "," ","TBZ5","PURI METLAND - TANGERANG","RUKO PURI METROPOLITAN BLOK G.1/27        KEL. PETIR KEC. CIPONDOH","TANGERANG","","","","22261090"," ","6909400"," "," "," ","","","2","105","2015-07-31","1","H","1","1","H","117.96","","90.03","133.06","Y","01.337.994.6-092.000","01.337.994.6-416.001","2013-05-01","","G026","","","","","","","","","","","","","","","1","","PT.INDOMARCO PRISMATAMA","0","P416","13","2012103446"," ","2013105451","2013105490"," "," ","2013220687","2013146560","2013205314","2015000321"," "," ","2013182936","2013186991","2013153536","2015000328","2013149575","2013216591"," "," "," "," "," "," ","","","","","","","","","2022-08-19","TBZ5","","","F","","","","","","","","","  X X X","2015-07-31","36","       ","","","","2020-08-05","","2","","N","","2015-07-01"," ","01.337.994.6-092.000","2022-09-19","","","","XXX","00000","01.337.994.6-092.000","","N","NC","2015-07-01","2015-07-01","","","","","","","","","","","","","","","","","","","","07:00","22:00","","","","","2019-02-23","","2020-09-01","","","","","","","","","","","","","","#","RUKO PURI METROPOLITAN BLOK G.1/27        KEL. PETIR KEC. CIPONDOH","","SMN=15000, SMX=70000","","2022-09-14"
"","","1131"," ","004220350002","TC48","PURI PERMAI - TANGERANG","RUKO PURI PERMAI BLOK A1/1 RT. 004 RW. 06 KEL. PURI PERMAI KEC.TIGA RAKSA"," ","","","","5996133"," ","6909400"," "," ","ECT","","11","2","117","2014-04-26","1","B","1","1","B","162","283.59","90","55.18","Y","01.337.994.6-092.000","01.337.994.6-451.001","2013-05-01","","G026","","","","","","","","","","","","","","","1","","PT.INDOMARCO PRISMATAMA","0","P451","26","2011019802","2012040426","2013038940","2013102396","2012043134","2012109549","2012063272","2012050993","2013037411","2013083252","2013126939","2015017875","2013078241","2013110038","2013110041","2013155705","2013190602","2013171102","2013185281","2013018321","2013018324","2013018700"," "," ","","","","","","","","","2022-09-15","TC48","","","T","","","","","","","",""," X X X ","2014-04-26","25","  X X X","F387","","2005-08-02","2020-08-05","2011-06-14","2","","N","","2010-09-14"," ","01.337.994.6-092.000","2022-09-19","","","","XXX","00000","01.337.994.6-092.000","","N","NC","2011-08-31","2012-03-24","","","","","","","","","","","","","","","","","","","","07:00","22:00","Y","","","","2019-05-29","","2020-09-01","TANGERANG","","","","","","","","","","","","","#","RUKO PURI PERMAI BLOK A1/1 RT. 004 RW. 06 KEL. PURI PERMAI KEC.TIGA RAKSA","","SMN=15000, SMX=70000","","2022-09-14"
"","","1131"," ","004220280002","TC7C","TAMAN ELANG - TANGERANG","JL. PERUM TAMAN ELANG BLOK AB. 21         KEL. PERIUK KEC. PERIUK","TANGERANG","","","","5930845"," ","6909400"," "," "," ","","","2","108","2010-01-22","1","H","1","5","H","144","","81","52.01","Y","01.337.994.6-092.000","01.337.994.6-402.001","2013-05-01","","G026","","","","","","","","","","","","","","","1","","PT.INDOMARCO PRISMATAMA","0","P402","15"," ","2013063813","2013026458","2013094248"," "," ","2013204764","2013103256","2012049081","2012078815","2013157071","2013064614","2013137830","2013194300","2013087525","2012098238"," "," "," "," "," "," "," "," ","","","","","","","","","2022-08-19","TC7C","","","F","","","","","","","",""," X X X ","2010-01-22","19"," X X X ","","","2010-01-19","2020-08-05","2011-06-09","2","","N","","2010-05-20"," ","01.337.994.6-092.000","2022-09-19","","","","XXX","00000","01.337.994.6-092.000","","N","NC","2011-08-31","2012-03-23","","","","","","","","","","","","","","","","","","","","07:00","22:00","","","","","2019-05-29","","2020-09-01","","","","","","","","","","","","","","#","JL. PERUM TAMAN ELANG BLOK AB. 21         KEL. PERIUK KEC. PERIUK","","SMN=15000, SMX=70000","","2022-09-14"
