PLU_JUAL|PLU_BHN_BAKU|KET_SPECIAL_REQUEST|SINGKATAN|VALUE_SR|SATUAN|KELOMPOK_SPCL_REQ
20103278|20082341|Less Sugar (70%)|Sugar (70%)|1|gram|Modif Sugar
20103774|20069028|Less Milk (150/U200)|LM (150/U200)|100|ML|Modif Milk
20093433|20069028|Less Milk (150/U200)|LM (150/U200)|50|ML|Modif Milk
20068999|20069664|Tumbler Iced|Tumbler Iced|-1|pcs|Tumbler
20111899|20069644|Sugar 70% (15/U20)|Sugar (15/U20)|7|ml|Modif Sugar
20068992|20069644|No Sugar (0%)|Sugar (X)|27|gram|Modif Sugar
20093432|20069644|Sugar 50% (10/U15)|Sugar (10/U15)|14|ML|Modif Sugar
20069006|20122579|Add Drink Tray (+)|Add Drink Tray|-1|pcs|Packaging
20111898|20069028|Less Milk (150/U200)|LM (150/U200)|50|ml|Modif Milk
20116850|20069644|Sugar 50% (5)|Sugar (5)|7|gram|Modif Sugar
20068995|20069664|Tumbler Iced|Tumbler Iced|-1|pcs|Tumbler
20099875|20069028|Less milk|Milk (-)|1|ML|Modif Milk
20072105|20069028|Less Milk (100/U150)|LM (100/U150)|50|ML|Modif Milk
20069000|20069664|Tumbler Iced|Tumbler Iced|-1|PCS|Tumbler
20069010|20069644|More Sugar (10ml)|Sugar (+)|-14|gram|Modif Sugar
20070437|20069664|Tumbler Iced|Tumbler Iced|-1|PCS|Tumbler
20089517|20069664|Tumbler Iced|Tumbler Iced|-1|PCS|Tumbler
20099875|20069607|Tumbler Hot|Tumbler Hot|-1|PCS|Tumbler
20099880|20069664|Tumbler Iced|Tumbler Iced|-1|PCS|Tumbler
20113310|20069643|Less Ice|Ice (-)|100|gram|Modif Ice
20099875|20069644|More Sugar (10ml)|Sugar (+)|-14|GRAM|Modif Sugar
20079739|20082341|More Palm Sugar (10ml)|Sugar (+)|-14|GRAM|Modif Sugar
20068992|20069644|More Sugar (10ml)|Sugar (+)|-14|gram|Modif Sugar
20099882|20069644|More Sugar (20ml)|Sugar (+)|-27|gram|Modif Sugar
20099883|20069644|More Sugar (20ml)|Sugar (+)|-27|gram|Modif Sugar
20093434|20069644|More Sugar (10ml)|Sugar (+)|-14|gram|Modif Sugar
20068993|20069644|More Sugar (10ml)|Sugar (+)|-14|gram|Modif Sugar
20068997|20069644|More Sugar (10ml)|Sugar (+)|-14|gram|Modif Sugar
20068995|20069644|More Sugar (10ml)|Sugar (+)|-14|gram|Modif Sugar
20095413|20069644|More Sugar (10ml)|Sugar (+)|-14|gram|Modif Sugar
20113309|20069644|More Sugar (10ml)|Sugar (+)|-14|gram|Modif Sugar
20093433|20069644|More Sugar (10ml)|Sugar (+)|-14|ml|Modif Sugar
20103772|20069644|More Sugar (10ml)|Sugar (+)|-14|GR|Modif Sugar
20111899|20069644|More Sugar (10ml)|Sugar (+)|-14|ml|Modif Sugar
20112872|20069644|More Sugar (10ml)|Sugar (+)|-14|ml|Modif Sugar
20114167|20069644|More Sugar (10ml)|Sugar (+)|-14|ml|Modif Sugar
20114168|20069644|More Sugar (10ml)|Sugar (+)|-14|ml|Modif Sugar
20114169|20069644|More Sugar (10ml)|Sugar (+)|-14|ml|Modif Sugar
20070436|20069644|More Sugar (10ml)|Sugar (+)|-14|gram|Modif Sugar
20068999|20069644|More Sugar (10ml)|Sugar (+)|-14|GRAM|Modif Sugar
20096329|20069644|More Sugar (20ml)|Sugar (+)|-27|ml|Modif Sugar
20115978|20069644|More Sugar (20ml)|Sugar (+)|-27|ml|Modif Sugar
20071969|20069028|Less Milk (150/U200)|LM (150/U200)|50|ml|Modif Milk
20113168|20095495|CHEMEX|CHEMEX|0|gram|Manual Brew
20116844|20069644|More Sugar (10ml)|Sugar (+)|-14|gram|Modif Sugar
20074245|20069028|Less Milk (100/U150)|LM (100/U150)|50|ML|Modif Milk
20116850|20069644|No Sugar (0%)|Sugar (X)|14|gram|Modif Sugar
20116850|20069644|More Sugar (10ml)|Sugar (+)|-14|gram|Modif Sugar
20096329|20095496|MOKA POT|MOKA POT|0|gram|Manual Brew
20068991|20069644|Sugar 70% (15/U20)|Sugar (15/U20)|7|gram|Modif Sugar
20068991|20069028|Less Milk (150/U200)|LM (150/U200)|50|ml|Modif Milk
20069014|20069028|Less Milk (150/U200)|LM (150/U200)|50|ml|Modif Milk
20096791|20069028|Less Milk (100/U150)|LM (100/U150)|50|ML|Modif Milk
20113309|20069028|Less Milk (150/U200)|LM (150/U200)|50|ml|Modif Milk
20103278|20069028|Less Milk (200/U250)|LM (200/U250)|50|ml|Modif Milk
20111899|20069028|Less Milk (150/U200)|LM (150/U200)|50|ml|Modif Milk
20116850|20069028|Less Milk (100/U150)|LM (100/U150)|50|ml|Modif Milk
20096329|20095496|V60|V60|0|gram|Manual Brew
20119613|20069028|Less Milk (100/U150)|LM (100/U150)|50|ml|Modif Milk
20119614|20069028|Less Milk (100/U150)|LM (100/U150)|50|ml|Modif Milk
20119615|20069644|Sugar 70% (20/U30)|Sugar (20/U30)|14|ml|Modif Sugar
20119615|20069644|Sugar 50% (15/U20)|Sugar (15/U20)|20|ml|Modif Sugar
20119615|20069644|No Sugar (0%)|Sugar (X)|42|ml|Modif Sugar
20119615|20069644|More Sugar (10ml)|Sugar (+)|-14|ml|Modif Sugar
20119615|20069028|Less Milk (100/U150)|LM (100/U150)|50|ml|Modif Milk
20089518|20069644|More Sugar (10ml)|Sugar (+)|-14|ml|Modif Sugar
20089518|20069028|Less Milk (50)|LM (50)|50|ml|Modif Milk
20082342|20082341|Palm sugar 70% (20/U30)|PS (20/U30)|14|gr|Modif Sugar
20082342|20082341|More Palm Sugar (10ml)|Sugar (+)|-14|gr|Modif Sugar
20082342|20069028|Less Milk (50)|LM (50)|50|ml|Modif Milk
20122041|20069644|More Sugar (10ml)|Sugar (+)|-14|ml|Modif Sugar
20099875|20122579|Add Drink Tray (+)|Add Drink Tray|-1|pcs|Packaging
20068988|20122579|Add Drink Tray (+)|Add Drink Tray|-1|pcs|Packaging
20099876|20122579|Add Drink Tray (+)|Add Drink Tray|-1|pcs|Packaging
20069011|20122579|Add Drink Tray (+)|Add Drink Tray|-1|pcs|Packaging
20085282|20122579|Add Drink Tray (+)|Add Drink Tray|-1|pcs|Packaging
20085284|20122579|Add Drink Tray (+)|Add Drink Tray|-1|pcs|Packaging
20085283|20122579|Add Drink Tray (+)|Add Drink Tray|-1|pcs|Packaging
20099880|20122579|Add Drink Tray (+)|Add Drink Tray|1|pcs|Packaging
20099882|20122579|Add Drink Tray (+)|Add Drink Tray|-1|pcs|Packaging
20099885|20122579|Add Drink Tray (+)|Add Drink Tray|-1|pcs|Packaging
20099883|20122579|Add Drink Tray (+)|Add Drink Tray|-1|pcs|Packaging
20069013|20122579|Add Drink Tray (+)|Add Drink Tray|-1|pcs|Packaging
20068991|20122579|Add Drink Tray (+)|Add Drink Tray|-1|pcs|Packaging
20093434|20122579|Add Drink Tray (+)|Add Drink Tray|-1|pcs|Packaging
20069014|20122579|Add Drink Tray (+)|Add Drink Tray|-1|pcs|Packaging
20068993|20122579|Add Drink Tray (+)|Add Drink Tray|-1|pcs|Packaging
20068997|20122579|Add Drink Tray (+)|Add Drink Tray|-1|pcs|Packaging
20068998|20122579|Add Drink Tray (+)|Add Drink Tray|-1|pcs|Packaging
20085981|20122579|Add Drink Tray (+)|Add Drink Tray|-1|pcs|Packaging
20096791|20122579|Add Drink Tray (+)|Add Drink Tray|-1|pcs|Packaging
20095412|20122579|Add Drink Tray (+)|Add Drink Tray|-1|pcs|Packaging
20095413|20122579|Add Drink Tray (+)|Add Drink Tray|-1|pcs|Packaging
20113309|20122579|Add Drink Tray (+)|Add Drink Tray|-1|pcs|Packaging
20113310|20122579|Add Drink Tray (+)|Add Drink Tray|-1|pcs|Packaging
20113169|20122579|Add Drink Tray (+)|Add Drink Tray|-1|pcs|Packaging
20096329|20122579|Add Drink Tray (+)|Add Drink Tray|-1|pcs|Packaging
20115979|20122579|Add Drink Tray (+)|Add Drink Tray|-1|pcs|Packaging
20119613|20122579|Add Drink Tray (+)|Add Drink Tray|-1|pcs|Packaging
20119614|20122579|Add Drink Tray (+)|Add Drink Tray|-1|pcs|Packaging
20119615|20122579|Add Drink Tray (+)|Add Drink Tray|-1|pcs|Packaging
20119616|20122579|Add Drink Tray (+)|Add Drink Tray|-1|pcs|Packaging
20122041|20122579|Add Drink Tray (+)|Add Drink Tray|-1|pcs|Packaging
20069006|20122823|Add Plastik Kondimen|Plastik Kondime|-1|pcs|Packaging
20099875|20122823|Add Plastik Kondimen|Plastik Kondime|-1|pcs|Packaging
20068986|20122823|Add Plastik Kondimen|Plastik Kondime|-1|pcs|Packaging
20069008|20122823|Add Plastik Kondimen|Plastik Kondime|-1|pcs|Packaging
20068987|20122823|Add Plastik Kondimen|Plastik Kondime|-1|pcs|Packaging
20099876|20122823|Add Plastik Kondimen|Plastik Kondime|-1|pcs|Packaging
20069010|20122823|Add Plastik Kondimen|Plastik Kondime|-1|pcs|Packaging
20068989|20122823|Add Plastik Kondimen|Plastik Kondime|-1|pcs|Packaging
20072105|20122823|Add Plastik Kondimen|Plastik Kondime|-1|pcs|Packaging
20090166|20122823|Add Plastik Kondimen|Plastik Kondime|-1|pcs|Packaging
20075779|20122823|Add Plastik Kondimen|Plastik Kondime|-1|pcs|Packaging
20115961|20122823|Add Plastik Kondimen|Plastik Kondime|-1|pcs|Packaging
20068990|20122823|Add Plastik Kondimen|Plastik Kondime|-1|pcs|Packaging
20085281|20122823|Add Plastik Kondimen|Plastik Kondime|-1|pcs|Packaging
20085284|20122823|Add Plastik Kondimen|Plastik Kondime|-1|pcs|Packaging
20099880|20122823|Add Plastik Kondimen|Plastik Kondime|-1|pcs|Packaging
20099882|20122823|Add Plastik Kondimen|Plastik Kondime|-1|pcs|Packaging
20069013|20122823|Add Plastik Kondimen|Plastik Kondime|-1|pcs|Packaging
20068991|20122823|Add Plastik Kondimen|Plastik Kondime|-1|pcs|Packaging
20093434|20122823|Add Plastik Kondimen|Plastik Kondime|-1|pcs|Packaging
20069014|20122823|Add Plastik Kondimen|Plastik Kondime|-1|pcs|Packaging
20068993|20122823|Add Plastik Kondimen|Plastik Kondime|-1|pcs|Packaging
20068997|20122823|Add Plastik Kondimen|Plastik Kondime|-1|pcs|Packaging
20068995|20122823|Add Plastik Kondimen|Plastik Kondime|-1|pcs|Packaging
20074247|20122823|Add Plastik Kondimen|Plastik Kondime|-1|pcs|Packaging
20068998|20122823|Add Plastik Kondimen|Plastik Kondime|-1|pcs|Packaging
20085981|20122823|Add Plastik Kondimen|Plastik Kondime|-1|pcs|Packaging
20096791|20122823|Add Plastik Kondimen|Plastik Kondime|-1|pcs|Packaging
20095412|20122823|Add Plastik Kondimen|Plastik Kondime|-1|pcs|Packaging
20095413|20122823|Add Plastik Kondimen|Plastik Kondime|-1|pcs|Packaging
20113310|20122823|Add Plastik Kondimen|Plastik Kondime|-1|pcs|Packaging
20119613|20122823|Add Plastik Kondimen|Plastik Kondime|-1|pcs|Packaging
20103278|20082341|No Sugar (0%)|Sugar (X)|7|gram|Modif Sugar
20103704|20082341|No Sugar (0%)|Sugar (X)|7|GRAM|Modif Sugar
20103705|20082341|Less Sugar (70%)|Sugar (70%)|7|GRAM|Modif Sugar
20103705|20082341|Half Sugar (50%)|Sugar (50%)|7|GRAM|Modif Sugar
20103773|20069643|No Ice|Ice (x)|225|GR|Modif Ice
20103774|20069643|No Ice|Ice (x)|225|GR|Modif Ice
20114168|20069028|Less Milk (150/U200)|LM (150/U200)|50|ml|Modif Milk
20114167|20069028|Less Milk (150/U200)|LM (150/U200)|50|ml|Modif Milk
20103705|20069643|Ice (-)|Ice (-)|1|GRAM|Modif Ice
20103772|20069643|Less Ice|Ice (-)|100|GR|Modif Ice
20103280|20069643|Ice (-)|Ice (-)|1|gram|Modif Ice
20103703|20069028|Less Milk (100/U150)|LM (100/U150)|50|ml|Modif Milk
20103280|20069020|No Coffee Jelly|CJ (X)|1|gram|Modif Topping
20103704|20082341|Palm Sugar (0%)|No PS (x)|1|GRAM|Modif Sugar
20068995|20069644|No Sugar (0%)|Sugar (X)|14|gram|Modif Sugar
20079739|20082341|Palm Sugar (0%)|No PS (x)|42|GRAM|Modif Sugar
20068993|20069644|No Sugar (0%)|Sugar (X)|27|gram|Modif Sugar
20096791|20082341|Palm sugar 50% (10/U15)|PS (10/U15)|14|GR|Modif Sugar
20096791|20082341|Palm Sugar (0%)|No PS (x)|28|GR|Modif Sugar
20111898|20069028|No Milk|Milk (x)|1|ml|Modif Milk
20111899|20069644|No Sugar (0%)|Sugar (X)|27|ml|Modif Sugar
20106106|20069644|Sugar 50% (15/U20)|Sugar (15/U20)|20|ml|Modif Sugar
20068995|20069643|Less Ice|Ice (-)|100|gram|Modif Ice
20111899|20069644|Sugar 50% (10/U15)|Sugar (10/U15)|14|ml|Modif Sugar
20113168|20095495|AEROPRESS|AEROPRESS|0|gram|Manual Brew
20071969|20069664|Tumbler Iced|Tumbler Iced|-1|pcs|Tumbler
20114169|20069028|Less Milk (150/U200)|LM (150/U200)|50|ml|Modif Milk
20112872|20069644|Sugar 50% (5)|Sugar (5)|7|ml|Modif Sugar
20068999|20069644|Sugar 70% (15/U20)|Sugar (15/U20)|7|GRAM|Modif Sugar
20112872|20069643|Ice (-)|Ice (-)|100|gr|Modif Ice
20112872|20069643|No Ice|Ice (x)|225|gr|Modif Ice
20112872|20069020|No Coffee Jelly|CJ (X)|120|gr|Modif Topping
20112871|20069643|Ice (-)|Ice (-)|100|gram|Modif Ice
20112871|20069643|No Ice|Ice (x)|225|gram|Modif Ice
20113168|20095495|SYPHON|SYPHON|0|gram|Manual Brew
20113168|20095495|CLEVER DRIPPER|CLEVER DRIPPER|0|gram|Manual Brew
20113169|20095497|CLEVER DRIPPER|CLEVER DRIPPER|0|gram|Manual Brew
20113169|20095497|V60|V60|0|gram|Manual Brew
20113169|20095497|AEROPRESS|AEROPRESS|0|gram|Manual Brew
20113169|20095497|SYPHON|SYPHON|0|gram|Manual Brew
20068989|20069643|Less Ice|Ice (-)|100|gram|Modif Ice
20103280|20069643|Less Ice|Ice (-)|100|gram|Modif Ice
20116852|20069028|Less Milk (100/U150)|LM (100/U150)|50|ml|Modif Milk
20114168|20069643|Ice (-)|Ice (-)|100|gram|Modif Ice
20114170|20069643|No Ice|Ice (x)|225|gram|Modif Ice
20068987|20069664|Tumbler Iced|Tumbler Iced|-1|pcs|Tumbler
20068989|20069664|Tumbler Iced|Tumbler Iced|-1|pcs|Tumbler
20072105|20069607|Tumbler Hot|Tumbler Hot|-1|pcs|Tumbler
20074245|20069607|Tumbler Hot|Tumbler Hot|-1|pcs|Tumbler
20089508|20069607|Tumbler Hot|Tumbler Hot|-1|PCS|Tumbler
20089874|20069664|Tumbler Iced|Tumbler Iced|-1|PCS|Tumbler
20091306|20069664|Tumbler Iced|Tumbler Iced|-1|pcs|Tumbler
20093432|20069664|Tumbler Iced|Tumbler Iced|-1|PCS|Tumbler
20095412|20069664|Tumbler Iced|Tumbler Iced|-1|PCS|Tumbler
20095413|20069664|Tumbler Iced|Tumbler Iced|1|pcs|Tumbler
20096791|20069664|Tumbler Iced|Tumbler Iced|-1|PCS|Tumbler
20111899|20069643|Less Ice|Ice (-)|100|gr|Modif Ice
20068992|20069643|Less Ice|Ice (-)|100|gram|Modif Ice
20068993|20069643|Less Ice|Ice (-)|100|gram|Modif Ice
20071969|20069643|Less Ice|Ice (-)|100|gr|Modif Ice
20091306|20069643|Less Ice|Ice (-)|100|GRAM|Modif Ice
20095412|20069643|Less Ice|Ice (-)|100|GR|Modif Ice
20068998|20069643|Less Ice|Ice (-)|100|gram|Modif Ice
20085981|20069643|Less Ice|Ice (-)|100|GRAM|Modif Ice
20069009|20069644|More Sugar (20ml)|Sugar (+)|-27|gram|Modif Sugar
20085283|20069644|More Sugar (10ml)|Sugar (+)|-14|gram|Modif Sugar
20099881|20069644|More Sugar (20ml)|Sugar (+)|-27|gram|Modif Sugar
20099885|20069644|More Sugar (20ml)|Sugar (+)|-27|gram|Modif Sugar
20099886|20069644|More Sugar (20ml)|Sugar (+)|-27|gram|Modif Sugar
20099884|20069644|More Sugar (20ml)|Sugar (+)|-27|gram|Modif Sugar
20068991|20069644|More Sugar (10ml)|Sugar (+)|-14|gram|Modif Sugar
20113310|20069644|More Sugar (10ml)|Sugar (+)|-14|gram|Modif Sugar
20103278|20082341|More Palm Sugar (10ml)|Sugar (+)|-14|gram|Modif Sugar
20101438|20069644|More Sugar (10ml)|Sugar (+)|-14|ml|Modif Sugar
20101437|20082341|More Palm Sugar (10ml)|Sugar (+)|-14|GR|Modif Sugar
20103703|20069644|More Sugar (20ml)|Sugar (+)|-27|ml|Modif Sugar
20103704|20082341|More Palm Sugar (10ml)|Sugar (+)|-14|GRAM|Modif Sugar
20115979|20069644|More Sugar (20ml)|Sugar (+)|-27|ml|Modif Sugar
20068992|20069644|Sugar 50% (10/U15)|Sugar (10/U15)|14|gram|Modif Sugar
20068991|20069644|Sugar 50% (10/U15)|Sugar (10/U15)|14|gram|Modif Sugar
20068993|20069644|Sugar 70% (15/U20)|Sugar (15/U20)|7|gram|Modif Sugar
20079739|20082341|Palm sugar 70% (20/U30)|PS (20/U30)|14|GRAM|Modif Sugar
20093432|20069644|Sugar 70% (15/U20)|Sugar (15/U20)|7|ML|Modif Sugar
20112872|20069644|Sugar 70% (5)|Sugar (5)|7|ml|Modif Sugar
20116852|20069644|Sugar 70% (30/U40)|Sugar (30/U40)|14|gram|Modif Sugar
20116852|20069644|Sugar 50% (20/U25)|Sugar (20/U25)|27|gram|Modif Sugar
20068988|20069028|Less Milk (200/U250)|LM (200/U250)|50|ml|Modif Milk
20079739|20069028|Less Milk (100/U150)|LM (100/U150)|50|ML|Modif Milk
20069013|20069028|Less Milk (150/U200)|LM (150/U200)|50|ml|Modif Milk
20068995|20069028|Less Milk (100/U150)|LM (100/U150)|50|ml|Modif Milk
20074247|20069028|Less Milk (50)|LM (50)|50|ML|Modif Milk
20113310|20069028|Less Milk (200/U250)|LM (200/U250)|50|ml|Modif Milk
20113169|20095497|CHEMEX|CHEMEX|0|gram|Manual Brew
20113169|20095497|MOKA POT|MOKA POT|0|gram|Manual Brew
20119613|20069644|No Sugar (0%)|Sugar (X)|14|gr|Modif Sugar
20119616|20069028|Less Milk (50)|LM (50)|50|ml|Modif Milk
20119617|20069028|Less Milk (100/U150)|LM (100/U150)|50|ml|Modif Milk
20119618|20069644|No Sugar (0%)|Sugar (X)|14|gr|Modif Sugar
20119618|20069644|More Sugar (10ml)|Sugar (+)|-14|gr|Modif Sugar
20119618|20069028|Less Milk (50)|LM (50)|50|ml|Modif Milk
20089518|20069644|Sugar 70% (15/U20)|Sugar (15/U20)|7|ml|Modif Sugar
20089518|20069644|Sugar 50% (10/U15)|Sugar (10/U15)|14|ml|Modif Sugar
20122041|20069028|Less Milk (50)|LM (50)|50|ml|Modif Milk
20122041|20099122|No Tropical Jelly|TJ (X)|50|gr|Modif Topping
20068988|20069644|More Sugar (10ml)|Sugar (+)|-20|gram|Modif Sugar
20099873|20122579|Add Drink Tray (+)|Add Drink Tray|-1|pcs|Packaging
20099874|20122579|Add Drink Tray (+)|Add Drink Tray|-1|pcs|Packaging
20069007|20122579|Add Drink Tray (+)|Add Drink Tray|-1|pcs|Packaging
20068989|20122579|Add Drink Tray (+)|Add Drink Tray|-1|PCS|Packaging
20072105|20122579|Add Drink Tray (+)|Add Drink Tray|-1|pcs|Packaging
20071969|20122579|Add Drink Tray (+)|Add Drink Tray|-1|pcs|Packaging
20069012|20122579|Add Drink Tray (+)|Add Drink Tray|-1|pcs|Packaging
20068992|20122579|Add Drink Tray (+)|Add Drink Tray|-1|pcs|Packaging
20099879|20122579|Add Drink Tray (+)|Add Drink Tray|-1|pcs|Packaging
20099886|20122579|Add Drink Tray (+)|Add Drink Tray|-1|pcs|Packaging
20099884|20122579|Add Drink Tray (+)|Add Drink Tray|-1|pcs|Packaging
20068995|20122579|Add Drink Tray (+)|Add Drink Tray|-1|pcs|Packaging
20074247|20122579|Add Drink Tray (+)|Add Drink Tray|-1|pcs|Packaging
20099873|20122823|Add Plastik Kondimen|Plastik Kondime|-1|pcs|Packaging
20099874|20122823|Add Plastik Kondimen|Plastik Kondime|-1|pcs|Packaging
20069007|20122823|Add Plastik Kondimen|Plastik Kondime|-1|pcs|Packaging
20069009|20122823|Add Plastik Kondimen|Plastik Kondime|-1|pcs|Packaging
20068988|20122823|Add Plastik Kondimen|Plastik Kondime|-1|pcs|Packaging
20071969|20122823|Add Plastik Kondimen|Plastik Kondime|-1|pcs|Packaging
20069011|20122823|Add Plastik Kondimen|Plastik Kondime|-1|pcs|Packaging
20099881|20122823|Add Plastik Kondimen|Plastik Kondime|-1|pcs|Packaging
20099885|20122823|Add Plastik Kondimen|Plastik Kondime|-1|pcs|Packaging
20099886|20122823|Add Plastik Kondimen|Plastik Kondime|-1|pcs|Packaging
20099883|20122823|Add Plastik Kondimen|Plastik Kondime|-1|pcs|Packaging
20099884|20122823|Add Plastik Kondimen|Plastik Kondime|-1|pcs|Packaging
20113309|20122823|Add Plastik Kondimen|Plastik Kondime|-1|pcs|Packaging
20103278|20122823|Add Plastik Kondimen|Plastik Kondime|-1|pcs|Packaging
20119614|20122823|Add Plastik Kondimen|Plastik Kondime|-1|pcs|Packaging
20119615|20122823|Add Plastik Kondimen|Plastik Kondime|-1|pcs|Packaging
20119616|20122823|Add Plastik Kondimen|Plastik Kondime|-1|pcs|Packaging
20119617|20122823|Add Plastik Kondimen|Plastik Kondime|-1|pcs|Packaging
20068996|20122823|Add Plastik Kondimen|Plastik Kondime|-1|pcs|Packaging
20103278|20069643|No Ice|Ice (x)|225|gram|Modif Ice
20068995|20069644|Sugar 50% (5)|Sugar (5)|7|gram|Modif Sugar
20068993|20069644|Sugar 50% (10/U15)|Sugar (10/U15)|14|gram|Modif Sugar
20068997|20069644|No Sugar (0%)|Sugar (X)|42|gram|Modif Sugar
20111898|20069643|No Ice|Ice (x)|225|gr|Modif Ice
20113168|20095495|MOKA POT|MOKA POT|0|gram|Manual Brew
20111898|20069644|No Sugar (0%)|Sugar (X)|27|ml|Modif Sugar
20068999|20069644|Sugar 50% (10/U15)|Sugar (10/U15)|14|GRAM|Modif Sugar
20106106|20069644|No Sugar (0%)|Sugar (X)|42|ml|Modif Sugar
20069014|20069607|Tumbler Hot|Tumbler Hot|-1|pcs|Tumbler
20068988|20069664|Tumbler Iced|Tumbler Iced|-1|pcs|Tumbler
20113168|20095495|V60|V60|0|gram|Manual Brew
20113310|20069664|Tumbler Iced|Tumbler Iced|-1|pcs|Tumbler
20115979|20095499|MOKA POT|MOKA POT|0|gram|Manual Brew
20069008|20069607|Tumbler Hot|Tumbler Hot|-1|pcs|Tumbler
20077524|20069664|Tumbler Iced|Tumbler Iced|-1|PCS|Tumbler
20085284|20069607|Tumbler Hot|Tumbler Hot|-1|pcs|Tumbler
20086990|20069664|Tumbler Iced|Tumbler Iced|-1|PCS|Tumbler
20088164|20069664|Tumbler Iced|Tumbler Iced|-1|PCS|Tumbler
20089507|20069664|Tumbler Iced|Tumbler Iced|-1|PCS|Tumbler
20089509|20069664|Tumbler Iced|Tumbler Iced|-1|PCS|Tumbler
20089511|20069664|Tumbler Iced|Tumbler Iced|-1|PCS|Tumbler
20089512|20069607|Tumbler Hot|Tumbler Hot|-1|PCS|Tumbler
20089513|20069664|Tumbler Iced|Tumbler Iced|-1|PCS|Tumbler
20089515|20069664|Tumbler Iced|Tumbler Iced|-1|PCS|Tumbler
20089518|20069664|Tumbler Iced|Tumbler Iced|-1|PCS|Tumbler
20099884|20069664|Tumbler Iced|Tumbler Iced|-1|PCS|Tumbler
20099885|20069607|Tumbler Hot|Tumbler Hot|-1|PCS|Tumbler
20099886|20069664|Tumbler Iced|Tumbler Iced|-1|PCS|Tumbler
20101437|20069664|Tumbler Iced|Tumbler Iced|-1|PCS|Tumbler
20101438|20069664|Tumbler Iced|Tumbler Iced|-1|PCS|Tumbler
20103278|20069664|Tumbler Iced|Tumbler Iced|-1|pcs|Tumbler
20103279|20069664|Tumbler Iced|Tumbler Iced|-1|pcs|Tumbler
20103280|20069664|Tumbler Iced|Tumbler Iced|-1|pcs|Tumbler
20103703|20069607|Tumbler Hot|Tumbler Hot|-1|PCS|Tumbler
20103704|20069607|Tumbler Hot|Tumbler Hot|-1|PCS|Tumbler
20103706|20069607|Tumbler Hot|Tumbler Hot|-1|PCS|Tumbler
20103772|20069664|Tumbler Iced|Tumbler Iced|-1|PCS|Tumbler
20103773|20069664|Tumbler Iced|Tumbler Iced|-1|PCS|Tumbler
20103774|20069664|Tumbler Iced|Tumbler Iced|-1|PCS|Tumbler
20106106|20069664|Tumbler Iced|Tumbler Iced|-1|pcs|Tumbler
20111898|20069664|Tumbler Iced|Tumbler Iced|-1|pcs|Tumbler
20111899|20069664|Tumbler Iced|Tumbler Iced|-1|pcs|Tumbler
20111897|20069607|Tumbler Hot|Tumbler Hot|-1|pcs|Tumbler
20112871|20069664|Tumbler Iced|Tumbler Iced|-1|pcs|Tumbler
20113309|20069607|Tumbler Hot|Tumbler Hot|-1|pcs|Tumbler
20111898|20069643|Less Ice|Ice (-)|100|gr|Modif Ice
20068986|20069643|Less Ice|Ice (-)|100|gram|Modif Ice
20068988|20069643|Less Ice|Ice (-)|100|gram|Modif Ice
20093434|20069643|Less Ice|Ice (-)|100|GR|Modif Ice
20095413|20069643|Less Ice|Ice (-)|100|GR|Modif Ice
20068991|20069643|Less Ice|Ice (-)|100|gram|Modif Ice
20074247|20069643|Less Ice|Ice (-)|100|GRAM|Modif Ice
20068997|20069643|Less Ice|Ice (-)|100|gram|Modif Ice
20068996|20069643|Less Ice|Ice (-)|1|gram|Modif Ice
20069006|20069644|More Sugar (10ml)|Sugar (+)|-14|gram|Modif Sugar
20068986|20069644|More Sugar (20ml)|Sugar (+)|-27|gram|Modif Sugar
20085281|20069644|More Sugar (10ml)|Sugar (+)|-14|gram|Modif Sugar
20099880|20069644|More Sugar (20ml)|Sugar (+)|-27|gram|Modif Sugar
20093432|20069644|More Sugar (20ml)|Sugar (+)|-27|ML|Modif Sugar
