FMRCID|FMJKON|FMKPLU|FMBPLU|FMNKON|FMSATN|PLUMD1|PLUMD2|FLAGKM|JENIS_OLAHAN|FLAGPROD|PRIORITAS
|A|20074281|20116104|1|PCS     |20074281|20116104|N|||0
|A|20101482|20116104|1|PCS     |20101482|20116104|N|||0
|A|20101485|20116104|1|PCS     |20101485|20116104|N|||0
|A|20101486|20116104|1|PCS     |20101486|20116104|N|||0
|A|20096329|20095496|18|gram    |20096329|20095496|N|||0
|A|20096329|20069607|1|pcs     |20096329|20069607|N|||0
|A|20096329|20069644|0|ml      |20096329|20069644|N|||0
|A|20115979|20069607|1|pcs     |20115979|20069607|N|||0
|A|20115979|20069644|0|ml      |20115979|20069644|N|||0
|A|20115961|20069027|9|gram    |20115961|20069027|N|||0
|A|20115979|20095499|18|gram    |20115979|20095499|N|||0
|A|20123048|20122579|0|pcs     |20123048|20122579|N|||0
|A|20123049|20069028|100|ml      |20123049|20069028|N|||0
|A|20123049|20082341|28|gr      |20123049|20082341|N|||0
|A|20123049|20069032|30|gr      |20123049|20069032|N|||0
|A|20123049|20069643|225|gr      |20123049|20069643|N|||0
|A|20123049|20069027|18|gr      |20123049|20069027|N|||0
|A|20123049|20119619|24|gr      |20123049|20119619|N|||0
|A|20123049|20069664|1|pcs     |20123049|20069664|N|||0
|A|20123049|20069776|1|pcs     |20123049|20069776|N|||0
|A|20123049|20092877|1|pcs     |20123049|20092877|N|||0
|A|20123049|20115098|90|ml      |20123049|20115098|N|||0
|A|20123049|20122579|0|pcs     |20123049|20122579|N|||0
|A|20123064|20103792|28|gr      |20123064|20103792|N|||0
|A|20123064|20071970|26|gr      |20123064|20071970|N|||0
|A|20123064|20115098|178|ml      |20123064|20115098|N|||0
|A|20123064|20069020|40|gr      |20123064|20069020|N|||0
|A|20123064|20069691|1|pcs     |20123064|20069691|N|||0
|A|20123065|20069029|30|gr      |20123065|20069029|N|||0
|A|20123065|20093288|30|ml      |20123065|20093288|N|||0
|A|20123065|20103792|28|gr      |20123065|20103792|N|||0
|A|20123065|20115098|188|ml      |20123065|20115098|N|||0
|A|20115320|20115341|1|PCS     |20115320|20115341|N|||0
|A|20115322|20115341|1|PCS     |20115322|20115341|N|||0
|A|20115534|20096561|1|PCS     |20115534|20096561|N|||0
|A|20116852|20069028|150|ml      |20116852|20069028|N|||0
|A|20115535|20096560|1|PCS     |20115535|20096560|N|||0
|A|20116852|20069644|49|gram    |20116852|20069644|N|||0
|A|20116852|20074083|32|gram    |20116852|20074083|N|||0
|A|20116852|20069030|15|gram    |20116852|20069030|N|||0
|A|20116852|20040901|22|gram    |20116852|20040901|N|||0
|A|20116852|20069643|225|gram    |20116852|20069643|N|||0
|A|20116852|20069664|1|pcs     |20116852|20069664|N|||0
|A|20116852|20069776|1|pcs     |20116852|20069776|N|||0
|A|20116852|20092877|1|pcs     |20116852|20092877|N|||0
|A|20115323|20115341|1|PCS     |20115323|20115341|N|||0
|A|20115321|20115341|1|PCS     |20115321|20115341|N|||0
|A|20095885|20115336|1|PSC     |20095885|20115336|N|||0
|A|20107511|20115336|1|PCS     |20107511|20115336|N|||0
|A|20084977|20115340|2|PCS     |20084977|20115340|N|||0
|A|20084975|20115340|2|PCS     |20084975|20115340|N|||0
|A|20115444|20115340|2|PCS     |20115444|20115340|N|||0
|A|20053881|20040895|15|GRAM    |20053881|20040895|N|||0
|A|20053887|20040898|15|GRAM    |20053887|20040898|N|||0
|A|20053873|20040896|40|gram    |20053873|20040896|N|||0
|A|20053875|20040896|53|GRAM    |20053875|20040896|N|||0
|A|20053877|20040896|23|GRAM    |20053877|20040896|N|||0
|A|20053887|20040896|16|GRAM    |20053887|20040896|N|||0
|A|20062675|20062674|30|gram    |20062675|20062674|N|||0
|A|20061269|20061255|15|gram    |20061269|20061255|N|||0
|A|20056046|20056038|1|PCS     |20056046|20056038|N|||0
|A|20056045|20056037|1|PCS     |20056045|20056037|N|||0
|A|20056047|20056038|1|PCS     |20056047|20056038|N|||0
|A|20063286|20061255|30|gram    |20063286|20061255|N|||0
|A|20064321|20061266|1|pcs     |20064321|20061266|N|||0
|A|20036444|20040897|23|gram    |20036444|20040897|N|||0
|A|20053879|20040895|15|GRAM    |20053879|20040895|N|||0
|A|20053886|20040895|15|GRAM    |20053886|20040895|N|||0
|A|20053877|20040898|15|GRAM    |20053877|20040898|N|||0
|A|20053881|20054749|2|PCS     |20053881|20054749|N|||0
|A|20053880|20054749|2|PCS     |20053880|20054749|N|||0
|A|20053887|20054749|2|PCS     |20053887|20054749|N|||0
|A|20036443|20040895|18|gram    |20036443|20040895|N|||0
|A|20036445|20040898|12|gram    |20036445|20040898|N|||0
|A|20036446|20040895|15|gram    |20036446|20040895|N|||0
|A|20062675|20061266|1|pcs     |20062675|20061266|N|||0
|A|20061267|20061266|1|pcs     |20061267|20061266|N|||0
|A|20056049|20056044|1|PCS     |20056049|20056044|N|||0
|A|20036442|20040897|19|gram    |20036442|20040897|N|||0
|A|20036446|20040897|22|gram    |20036446|20040897|N|||0
|A|20065415|20061266|1|PCS     |20065415|20061266|N|||0
|A|20036445|20040895|15|gram    |20036445|20040895|N|||0
|A|20053882|20040898|26|GRAM    |20053882|20040898|N|||0
|A|20053874|20040895|19|GRAM    |20053874|20040895|N|||0
|A|20053877|20040895|15|GRAM    |20053877|20040895|N|||0
|A|20036444|20040895|15|gram    |20036444|20040895|N|||0
|A|20036446|20040896|15|gram    |20036446|20040896|N|||0
|A|20036447|20040896|39|gram    |20036447|20040896|N|||0
|A|20056048|20056044|1|PCS     |20056048|20056044|N|||0
|A|20056045|20056036|1|PCS     |20056045|20056036|N|||0
|A|20065415|20065414|30|PCS     |20065415|20065414|N|||0
|A|20069006|20069027|9|gram    |20069006|20069027|N|||0
|A|20069007|20069027|18|gram    |20069007|20069027|N|||0
|A|20068996|20069027|18|gram    |20068996|20069027|N|||0
|A|20069008|20069027|18|gram    |20069008|20069027|N|||0
|A|20069008|20069028|150|ml      |20069008|20069028|N|||0
|A|20068987|20069027|18|gram    |20068987|20069027|N|||0
|A|20068987|20069028|200|ml      |20068987|20069028|N|||0
|A|20069009|20069027|9|gram    |20069009|20069027|N|||0
|A|20069009|20069028|200|ml      |20069009|20069028|N|||0
|A|20068988|20069027|18|gram    |20068988|20069027|N|||0
|A|20068988|20069028|250|ml      |20068988|20069028|N|||0
|A|20069010|20069027|9|gram    |20069010|20069027|N|||0
|A|20069010|20069029|8|gram    |20069010|20069029|N|||0
|A|20065351|20061255|15|pcs     |20065351|20061255|N|||0
|A|20065351|20064323|15|pcs     |20065351|20064323|N|||0
|A|20065351|20061266|1|pcs     |20065351|20061266|N|||0
|A|20068541|20040895|15|gram    |20068541|20040895|N|||0
|A|20068541|20054749|1|pcs     |20068541|20054749|N|||0
|A|20068542|20040895|15|gram    |20068542|20040895|N|||0
|A|20068542|20040898|32|gram    |20068542|20040898|N|||0
|A|20068542|20054749|1|pcs     |20068542|20054749|N|||0
|A|20068542|20056050|1|pcs     |20068542|20056050|N|||0
|A|20068542|20056053|1|pcs     |20068542|20056053|N|||0
|A|20068541|20056050|1|pcs     |20068541|20056050|N|||0
|A|20068541|20056053|1|pcs     |20068541|20056053|N|||0
|A|20068543|20040895|15|gram    |20068543|20040895|N|||0
|A|20068543|20040898|14|gram    |20068543|20040898|N|||0
|A|20068543|20054749|1|pcs     |20068543|20054749|N|||0
|A|20068543|20056050|1|pcs     |20068543|20056050|N|||0
|A|20068543|20056053|1|pcs     |20068543|20056053|N|||0
|A|20068544|20040898|26|gram    |20068544|20040898|N|||0
|A|20068544|20040896|40|gram    |20068544|20040896|N|||0
|A|20068544|20056050|1|pcs     |20068544|20056050|N|||0
|A|20068544|20056053|1|pcs     |20068544|20056053|N|||0
|A|20068545|20040895|15|gram    |20068545|20040895|N|||0
|A|20068545|20056050|1|pcs     |20068545|20056050|N|||0
|A|20068545|20056053|1|pcs     |20068545|20056053|N|||0
|A|20068546|20040896|53|gram    |20068546|20040896|N|||0
|A|20068546|20056050|1|pcs     |20068546|20056050|N|||0
|A|20068546|20056053|1|pcs     |20068546|20056053|N|||0
|A|20068547|20053889|52|gram    |20068547|20053889|N|||0
|A|20068547|20056050|1|pcs     |20068547|20056050|N|||0
|A|20068547|20056053|1|pcs     |20068547|20056053|N|||0
|A|20068548|20040895|15|gram    |20068548|20040895|N|||0
|A|20068548|20040898|15|gram    |20068548|20040898|N|||0
|A|20068548|20040896|23|gram    |20068548|20040896|N|||0
|A|20068548|20054749|1|pcs     |20068548|20054749|N|||0
|A|20068548|20056050|1|pcs     |20068548|20056050|N|||0
|A|20068548|20056053|1|pcs     |20068548|20056053|N|||0
|A|20068549|20040895|13|gram    |20068549|20040895|N|||0
|A|20068549|20040898|15|gram    |20068549|20040898|N|||0
|A|20068549|20040896|16|gram    |20068549|20040896|N|||0
|A|20068549|20054749|1|pcs     |20068549|20054749|N|||0
|A|20068549|20056050|1|pcs     |20068549|20056050|N|||0
|A|20068549|20056053|1|pcs     |20068549|20056053|N|||0
|A|20069010|20069028|200|ml      |20069010|20069028|N|||0
|A|20068989|20069027|18|GRAM    |20068989|20069027|N|||0
|A|20068989|20069029|15|gram    |20068989|20069029|N|||0
|A|20068989|20069028|250|ml      |20068989|20069028|N|||0
|A|20069012|20069033|18|gram    |20069012|20069033|N|||0
|A|20068992|20069033|36|gram    |20068992|20069033|N|||0
|A|20069013|20069030|15|gram    |20069013|20069030|N|||0
|A|20069013|20069028|200|ml      |20069013|20069028|N|||0
|A|20068991|20069030|30|gr      |20068991|20069030|N|||0
|A|20068991|20069028|200|ml      |20068991|20069028|N|||0
|A|20069014|20069029|45|gram    |20069014|20069029|N|||0
|A|20069014|20069028|200|ml      |20069014|20069028|N|||0
|A|20068993|20069029|45|gram    |20068993|20069029|N|||0
|A|20068993|20069028|200|ml      |20068993|20069028|N|||0
|A|20068995|20069034|26|gram    |20068995|20069034|N|||0
|A|20068995|20069028|150|ml      |20068995|20069028|N|||0
|A|20068987|20069020|90|gram    |20068987|20069020|N|||0
|A|20068995|20069025|10|ml      |20068995|20069025|N|||0
|A|20071969|20071970|25|gr      |20071969|20071970|N|||0
|A|20115961|20115963|1|pcs     |20115961|20115963|N|||0
|A|20115961|20111189|1|pcs     |20115961|20111189|N|||0
|A|20116844|20069027|9|gram    |20116844|20069027|N|||0
|A|20116844|20069643|225|gram    |20116844|20069643|N|||0
|A|20116844|20069664|1|pcs     |20116844|20069664|N|||0
|A|20116844|20069690|1|pcs     |20116844|20069690|N|||0
|A|20116844|20116103|1|pcs     |20116844|20116103|N|||0
|A|20116844|20040901|44|gram    |20116844|20040901|N|||0
|A|20116850|20069028|150|ml      |20116850|20069028|N|||0
|A|20116850|20069644|14|gram    |20116850|20069644|N|||0
|A|20116850|20069026|30|ml      |20116850|20069026|N|||0
|A|20116850|20040901|44|gram    |20116850|20040901|N|||0
|A|20116850|20069643|225|gram    |20116850|20069643|N|||0
|A|20116850|20069664|1|pcs     |20116850|20069664|N|||0
|A|20116850|20069776|1|pcs     |20116850|20069776|N|||0
|A|20116850|20092877|1|pcs     |20116850|20092877|N|||0
|A|20113362|20118295|1|PCS     |20113362|20118295|N|||0
|A|20113361|20118295|1|PCS     |20113361|20118295|N|||0
|A|20113363|20118295|1|PCS     |20113363|20118295|N|||0
|A|20119613|20069034|26|gr      |20119613|20069034|N|||0
|A|20119613|20069028|150|ml      |20119613|20069028|N|||0
|A|20119613|20069023|20|ml      |20119613|20069023|N|||0
|A|20119613|20119619|24|gr      |20119613|20119619|N|||0
|A|20119613|20115098|30|ml      |20119613|20115098|N|||0
|A|20119613|20069643|225|gr      |20119613|20069643|N|||0
|A|20119613|20069664|1|pcs     |20119613|20069664|N|||0
|A|20119613|20069776|1|pcs     |20119613|20069776|N|||0
|A|20119613|20092877|1|pcs     |20119613|20092877|N|||0
|A|20119613|20069644|14|gr      |20119613|20069644|N|||0
|A|20119614|20069032|30|gr      |20119614|20069032|N|||0
|A|20119614|20069028|150|ml      |20119614|20069028|N|||0
|A|20119614|20069644|42|gr      |20119614|20069644|N|||0
|A|20119614|20119619|24|gr      |20119614|20119619|N|||0
|A|20119614|20115098|30|ml      |20119614|20115098|N|||0
|A|20119614|20069643|225|gr      |20119614|20069643|N|||0
|A|20119614|20069664|1|pcs     |20119614|20069664|N|||0
|A|20119614|20069776|1|pcs     |20119614|20069776|N|||0
|A|20119614|20092877|1|pcs     |20119614|20092877|N|||0
|A|20119615|20069030|30|gr      |20119615|20069030|N|||0
|A|20119615|20069028|150|ml      |20119615|20069028|N|||0
|A|20119615|20069644|42|ml      |20119615|20069644|N|||0
|A|20119615|20119619|24|gr      |20119615|20119619|N|||0
|A|20119615|20115098|30|ml      |20119615|20115098|N|||0
|A|20095413|20069644|0|gram    |20095413|20069644|N|||0
|A|20069006|20115098|30|ml      |20069006|20115098|N|||0
|A|20099873|20115098|60|ml      |20099873|20115098|N|||0
|A|20099874|20115098|60|ml      |20099874|20115098|N|||0
|A|20099875|20115098|30|ml      |20099875|20115098|N|||0
|A|20069007|20115098|260|ml      |20069007|20115098|N|||0
|A|20068986|20115098|310|ml      |20068986|20115098|N|||0
|A|20069009|20115098|30|ml      |20069009|20115098|N|||0
|A|20068988|20115098|60|ml      |20068988|20115098|N|||0
|A|20069008|20115098|60|ml      |20069008|20115098|N|||0
|A|20068987|20115098|60|ml      |20068987|20115098|N|||0
|A|20099876|20115098|60|ml      |20099876|20115098|N|||0
|A|20069010|20115098|30|ml      |20069010|20115098|N|||0
|A|20068989|20115098|60|ml      |20068989|20115098|N|||0
|A|20072105|20115098|30|ml      |20072105|20115098|N|||0
|A|20071969|20115098|60|ml      |20071969|20115098|N|||0
|A|20074245|20115098|30|ml      |20074245|20115098|N|||0
|A|20079739|20115098|60|ml      |20079739|20115098|N|||0
|A|20113309|20115098|60|ml      |20113309|20115098|N|||0
|A|20113310|20115098|60|ml      |20113310|20115098|N|||0
|A|20075779|20115098|30|ml      |20075779|20115098|N|||0
|A|20090166|20115098|30|ml      |20090166|20115098|N|||0
|A|20068994|20115098|250|ml      |20068994|20115098|N|||0
|A|20082648|20115098|50|ml      |20082648|20115098|N|||0
|A|20085197|20115098|50|ml      |20085197|20115098|N|||0
|A|20082649|20115098|50|ml      |20082649|20115098|N|||0
|A|20099877|20115098|50|ml      |20099877|20115098|N|||0
|A|20094650|20115098|195|ml      |20094650|20115098|N|||0
|A|20094648|20115098|195|ml      |20094648|20115098|N|||0
|A|20094649|20115098|195|ml      |20094649|20115098|N|||0
|A|20094647|20115098|195|ml      |20094647|20115098|N|||0
|A|20099878|20115098|195|ml      |20099878|20115098|N|||0
|A|20106110|20115098|188|ml      |20106110|20115098|N|||0
|A|20106111|20115098|188|ml      |20106111|20115098|N|||0
|A|20106112|20115098|198|ml      |20106112|20115098|N|||0
|A|20069011|20115098|200|ml      |20069011|20115098|N|||0
|A|20068990|20115098|200|ml      |20068990|20115098|N|||0
|A|20085281|20115098|200|ml      |20085281|20115098|N|||0
|A|20085282|20115098|200|ml      |20085282|20115098|N|||0
|A|20085284|20115098|200|ml      |20085284|20115098|N|||0
|A|20085283|20115098|200|ml      |20085283|20115098|N|||0
|A|20069012|20115098|200|ml      |20069012|20115098|N|||0
|A|20068992|20115098|200|ml      |20068992|20115098|N|||0
|A|20099879|20115098|200|ml      |20099879|20115098|N|||0
|A|20099880|20115098|150|ml      |20099880|20115098|N|||0
|A|20099881|20115098|200|ml      |20099881|20115098|N|||0
|A|20099882|20115098|150|ml      |20099882|20115098|N|||0
|A|20099885|20115098|200|ml      |20099885|20115098|N|||0
|A|20099886|20115098|150|ml      |20099886|20115098|N|||0
|A|20099883|20115098|200|ml      |20099883|20115098|N|||0
|A|20099884|20115098|150|ml      |20099884|20115098|N|||0
|A|20069013|20115098|30|ml      |20069013|20115098|N|||0
|A|20068991|20115098|30|ml      |20068991|20115098|N|||0
|A|20069014|20115098|30|ml      |20069014|20115098|N|||0
|A|20068993|20115098|30|ml      |20068993|20115098|N|||0
|A|20093434|20115098|178|ml      |20093434|20115098|N|||0
|A|20074247|20115098|60|ml      |20074247|20115098|N|||0
|A|20095412|20115098|30|ml      |20095412|20115098|N|||0
|A|20095413|20115098|100|ml      |20095413|20115098|N|||0
|A|20069005|20115098|30|ml      |20069005|20115098|N|||0
|A|20074275|20115098|331|ml      |20074275|20115098|N|||0
|A|20074276|20115098|229|ml      |20074276|20115098|N|||0
|A|20074271|20115098|68|ml      |20074271|20115098|N|||0
|A|20074272|20115098|68|ml      |20074272|20115098|N|||0
|A|20074269|20115098|68|ml      |20074269|20115098|N|||0
|A|20074270|20115098|68|ml      |20074270|20115098|N|||0
|A|20101469|20115098|68|ml      |20101469|20115098|N|||0
|A|20101470|20115098|79|ml      |20101470|20115098|N|||0
|A|20101478|20115098|268|ml      |20101478|20115098|N|||0
|A|20101479|20115098|167|ml      |20101479|20115098|N|||0
|A|20115445|20115340|2|PCS     |20115445|20115340|N|||0
|A|20115446|20115340|2|PCS     |20115446|20115340|N|||0
|A|20115447|20115340|2|PCS     |20115447|20115340|N|||0
|A|20115448|20115340|2|PCS     |20115448|20115340|N|||0
|A|20113362|20117227|2|PCS     |20113362|20117227|N|||0
|A|20085283|20069644|0|gram    |20085283|20069644|N|||0
|A|20085981|20069644|0|gram    |20085981|20069644|N|||0
|A|20113361|20117227|2|PCS     |20113361|20117227|N|||0
|A|20069006|20122579|0|pcs     |20069006|20122579|N|||0
|A|20113364|20117227|2|PCS     |20113364|20117227|N|||0
|A|20115653|20115336|1|PCS     |20115653|20115336|N|||0
|A|20099873|20122579|0|pcs     |20099873|20122579|N|||0
|A|20099874|20122579|0|pcs     |20099874|20122579|N|||0
|A|20099875|20122579|0|pcs     |20099875|20122579|N|||0
|A|20069007|20122579|0|pcs     |20069007|20122579|N|||0
|A|20068986|20122579|0|pcs     |20068986|20122579|N|||0
|A|20069009|20122579|0|pcs     |20069009|20122579|N|||0
|A|20068988|20122579|0|pcs     |20068988|20122579|N|||0
|A|20069008|20122579|0|pcs     |20069008|20122579|N|||0
|A|20068987|20122579|0|pcs     |20068987|20122579|N|||0
|A|20099876|20122579|0|pcs     |20099876|20122579|N|||0
|A|20069010|20122579|0|pcs     |20069010|20122579|N|||0
|A|20079739|20122579|0|pcs     |20079739|20122579|N|||0
|A|20113309|20122579|0|pcs     |20113309|20122579|N|||0
|A|20113310|20122579|0|pcs     |20113310|20122579|N|||0
|A|20115961|20122579|0|pcs     |20115961|20122579|N|||0
|A|20069011|20122579|0|pcs     |20069011|20122579|N|||0
|A|20068990|20122579|0|pcs     |20068990|20122579|N|||0
|A|20085281|20122579|0|pcs     |20085281|20122579|N|||0
|A|20085282|20122579|0|pcs     |20085282|20122579|N|||0
|A|20085284|20122579|0|pcs     |20085284|20122579|N|||0
|A|20085283|20122579|0|pcs     |20085283|20122579|N|||0
|A|20069012|20122579|0|pcs     |20069012|20122579|N|||0
|A|20068992|20122579|0|pcs     |20068992|20122579|N|||0
|A|20099879|20122579|0|pcs     |20099879|20122579|N|||0
|A|20099880|20122579|0|pcs     |20099880|20122579|N|||0
|A|20099881|20122579|0|pcs     |20099881|20122579|N|||0
|A|20068997|20069028|150|ml      |20068997|20069028|N|||0
|A|20068998|20069030|30|gram    |20068998|20069030|N|||0
|A|20068998|20069028|150|ml      |20068998|20069028|N|||0
|A|20068999|20069021|40|ml      |20068999|20069021|N|||0
|A|20069000|20069022|40|ml      |20069000|20069022|N|||0
|A|20069002|20069025|20|ml      |20069002|20069025|N|||0
|A|20069001|20069024|20|ml      |20069001|20069024|N|||0
|A|20069003|20069026|20|ml      |20069003|20069026|N|||0
|A|20069004|20069020|60|gr      |20069004|20069020|N|||0
|A|20069005|20069027|9|gr      |20069005|20069027|N|||0
|A|20069123|20069127|1|PCS     |20069123|20069127|N|||0
|A|20069124|20069128|1|PCS     |20069124|20069128|N|||0
|A|20069125|20069127|2|PCS     |20069125|20069127|N|||0
|A|20069125|20069128|3|PCS     |20069125|20069128|N|||0
|A|20069125|20069129|80|ML      |20069125|20069129|N|||0
|A|20069125|20069130|1|PCS     |20069125|20069130|N|||0
|A|20069126|20069130|1|PCS     |20069126|20069130|N|||0
|A|20068106|20062674|45|gram    |20068106|20062674|N|||0
|A|20070436|20070834|10|ML      |20070436|20070834|N|||0
|A|20068107|20061264|45|gram    |20068107|20061264|N|||0
|A|20068995|20069023|30|gram    |20068995|20069023|N|||0
|A|20069850|20040833|1|PCS     |20069850|20040833|N|||0
|A|20069850|10000704|1|BTL     |20069850|10000704|N|||0
|A|20069850|10019288|1|BOX     |20069850|10019288|N|||0
|A|20069850|20045784|1|PCH     |20069850|20045784|N|||0
|A|20069850|20023846|1|KLG     |20069850|20023846|N|||0
|A|20069850|10015141|1|PET     |20069850|10015141|N|||0
|A|20069850|10010220|1|BOX     |20069850|10010220|N|||0
|A|20068997|20069015|10|gram    |20068997|20069015|N|||0
|A|20068997|20069032|30|gram    |20068997|20069032|N|||0
|A|20070436|20069015|10|gram    |20070436|20069015|N|||0
|A|20071969|20069028|200|ml      |20071969|20069028|N|||0
|A|20071969|20069024|10|ml      |20071969|20069024|N|||0
|A|20071969|20069027|18|gr      |20071969|20069027|N|||0
|A|20071969|20069643|225|gr      |20071969|20069643|N|||0
|A|20072105|20071970|13|GR      |20072105|20071970|N|||0
|A|20072105|20069024|5|ML      |20072105|20069024|N|||0
|A|20072105|20069028|150|ML      |20072105|20069028|N|||0
|A|20072105|20069027|9|GR      |20072105|20069027|N|||0
|A|20071627|20024079|10|BTR     |20071627|20024079|N|||0
|A|20071586|20052542|10|BTR     |20071586|20052542|N|||0
|A|20070440|20069029|52|GR      |20070440|20069029|N|||0
|A|20070440|20069028|160|ML      |20070440|20069028|N|||0
|A|20070440|20069643|250|GR      |20070440|20069643|N|||0
|A|20070440|20069644|20|GR      |20070440|20069644|N|||0
|A|20070440|20072384|40|ML      |20070440|20072384|N|||0
|A|20073459|20073457|200|ML      |20073459|20073457|N|||0
|A|20073459|20073458|20|ML      |20073459|20073458|N|||0
|A|20073460|20073457|200|ML      |20073460|20073457|N|||0
|A|20073461|20073457|200|ML      |20073461|20073457|N|||0
|A|20073462|20073457|200|ML      |20073462|20073457|N|||0
|A|20073462|20053889|22|ML      |20073462|20053889|N|||0
|A|20073463|20073457|200|ML      |20073463|20073457|N|||0
|A|20073463|20040896|22|ML      |20073463|20040896|N|||0
|A|20073464|20073457|200|ML      |20073464|20073457|N|||0
|A|20079185|20069643|50|GRAM    |20079185|20069643|N|||0
|A|20079185|20069023|45|GRAM    |20079185|20069023|N|||0
|A|20079185|20069034|30|GRAM    |20079185|20069034|N|||0
|A|20079185|20069025|10|ML      |20079185|20069025|N|||0
|A|20079185|20073642|100|ML      |20079185|20073642|N|||0
|A|20079186|20069028|150|ML      |20079186|20069028|N|||0
|A|20079186|20069643|50|GRAM    |20079186|20069643|N|||0
|A|20079186|20069644|30|GRAM    |20079186|20069644|N|||0
|A|20079186|20069015|20|ML      |20079186|20069015|N|||0
|A|20079186|20069032|30|GRAM    |20079186|20069032|N|||0
|A|20079186|20069018|35|GRAM    |20079186|20069018|N|||0
|A|20079186|20073642|100|ML      |20079186|20073642|N|||0
|A|20079187|20069027|18|GRAM    |20079187|20069027|N|||0
|A|20079187|20069028|150|ML      |20079187|20069028|N|||0
|A|20079187|20069643|50|GRAM    |20079187|20069643|N|||0
|A|20079187|20069644|30|GRAM    |20079187|20069644|N|||0
|A|20079187|20069032|30|GRAM    |20079187|20069032|N|||0
|A|20079187|20073642|100|ML      |20079187|20073642|N|||0
|A|20079188|20069028|150|ML      |20079188|20069028|N|||0
|A|20079188|20069643|50|GRAM    |20079188|20069643|N|||0
|A|20079188|20069644|30|GRAM    |20079188|20069644|N|||0
|A|20079188|20069030|36|GRAM    |20079188|20069030|N|||0
|A|20079188|20073642|100|ML      |20079188|20073642|N|||0
|A|20079189|20069643|50|GRAM    |20079189|20069643|N|||0
|A|20079189|20069015|20|ML      |20079189|20069015|N|||0
|A|20079189|20069029|63|GRAM    |20079189|20069029|N|||0
|A|20079189|20070434|40|GRAM    |20079189|20070434|N|||0
|A|20079189|20070834|10|ML      |20079189|20070834|N|||0
|A|20079189|20073642|100|ML      |20079189|20073642|N|||0
|A|20079190|20069643|50|GRAM    |20079190|20069643|N|||0
|A|20079190|20069021|60|ML      |20079190|20069021|N|||0
|A|20097008|20097009|5|PCS     |20097008|20097009|N|||0
|A|20079191|20069643|50|GRAM    |20079191|20069643|N|||0
|A|20079191|20069022|70|ML      |20079191|20069022|N|||0
|A|20079192|20069027|18|GRAM    |20079192|20069027|N|||0
|A|20079192|20069643|500|GRAM    |20079192|20069643|N|||0
|A|20079193|20069027|5|GRAM    |20079193|20069027|N|||0
|A|20079193|20070620|165|ML      |20079193|20070620|N|||0
|A|20079194|20069027|18|GRAM    |20079194|20069027|N|||0
|A|20079194|20069644|20|GRAM    |20079194|20069644|N|||0
|A|20079194|20069028|150|ML      |20079194|20069028|N|||0
|A|20079194|20074244|36|GRAM    |20079194|20074244|N|||0
|A|20079195|20069027|18|GRAM    |20079195|20069027|N|||0
|A|20079195|20075778|200|ML      |20079195|20075778|N|||0
|A|20080349|20080346|84|ML      |20080349|20080346|N|||0
|A|20080347|20080346|42|ML      |20080347|20080346|N|||0
|A|20091306|20069027|18|GRAM    |20091306|20069027|N|||0
|A|20093525|20093524|53|GRAM    |20093525|20093524|N|||0
|A|20082183|20060244|1|PCS     |20082183|20060244|N|||0
|A|20082183|20079880|1|PCS     |20082183|20079880|N|||0
|A|20082184|20060245|1|pcs     |20082184|20060245|N|||0
|A|20082184|20079880|1|pcs     |20082184|20079880|N|||0
|A|20082188|20073806|1|pcs     |20082188|20073806|N|||0
|A|20082188|20079880|1|pcs     |20082188|20079880|N|||0
|A|20082186|20079880|1|PCS     |20082186|20079880|N|||0
|A|20082186|20073807|1|PCS     |20082186|20073807|N|||0
|A|20082187|20079880|1|PCS     |20082187|20079880|N|||0
|A|20082187|20062281|1|PCS     |20082187|20062281|N|||0
|A|20074280|20115098|237|ml      |20074280|20115098|N|||0
|A|20074281|20115098|85|ml      |20074281|20115098|N|||0
|A|20101481|20115098|237|ml      |20101481|20115098|N|||0
|A|20101482|20115098|85|ml      |20101482|20115098|N|||0
|A|20101485|20115098|57|ml      |20101485|20115098|N|||0
|A|20101486|20115098|62|ml      |20101486|20115098|N|||0
|A|20084112|20115098|63|ml      |20084112|20115098|N|||0
|A|20068545|20115098|84|ml      |20068545|20115098|N|||0
|A|20068541|20115098|216|ml      |20068541|20115098|N|||0
|A|20053870|20115098|216|ml      |20053870|20115098|N|||0
|A|20068542|20115098|155|ml      |20068542|20115098|N|||0
|A|20053871|20115098|155|ml      |20053871|20115098|N|||0
|A|20068543|20115098|180|ml      |20068543|20115098|N|||0
|A|20053872|20115098|180|ml      |20053872|20115098|N|||0
|A|20068544|20115098|133|ml      |20068544|20115098|N|||0
|A|20053873|20115098|133|ml      |20053873|20115098|N|||0
|A|20068546|20115098|155|ml      |20068546|20115098|N|||0
|A|20053875|20115098|155|ml      |20053875|20115098|N|||0
|A|20068548|20115098|155|ml      |20068548|20115098|N|||0
|A|20053877|20115098|155|ml      |20053877|20115098|N|||0
|A|20068549|20115098|155|ml      |20068549|20115098|N|||0
|A|20053878|20115098|155|ml      |20053878|20115098|N|||0
|A|20094532|20115098|139|ml      |20094532|20115098|N|||0
|A|20094533|20115098|139|ml      |20094533|20115098|N|||0
|A|20116844|20115098|35|ml      |20116844|20115098|N|||0
|A|20096329|20115098|300|ml      |20096329|20115098|N|||0
|A|20115979|20115098|300|ml      |20115979|20115098|N|||0
|A|20109849|20115098|80|ml      |20109849|20115098|N|||0
